STN,37022_ANTSIRABE_AERO,34155_ANTANANARIVO_DMH,34166_IVATO_AERO,36516_IFANJA,36537_ANKADINONDRY_SAKAY,36520_MIARINARIVO,STN_mean
2015-12-02,0,0,0.317,3.266,3.601,1.446,1.438333333
2015-12-03,20.13,1.331,1.048,4.902,8.564,3.983,6.659666667
2015-12-04,0,0,0,4.637,6.68,3.418,2.455833333
2015-12-05,20.123,11.196,16.475,34.375,33.28,26.623,23.67866667
2015-12-06,0,1.125,1.975,0.675,0,0,0.629166667
2015-12-07,0,0,0,0,0,0,0
2015-12-08,0,0,0,0,0,0,0
2015-12-09,10.976,37.366,39.924,14.334,9.865,18.389,21.809
2015-12-10,6.524,1.136,4.252,9.814,14.44,7.476,7.273666667
2015-12-11,18.266,7.85,10.234,19.929,16.304,16.393,14.82933333
2015-12-12,6.331,0,0.974,7.264,9.708,4.937,4.869
2015-12-13,0,0,0,0.581,1.257,0,0.306333333
2015-12-14,0,0,0,4.645,2.995,0.402,1.340333333
2015-12-15,0,0,0,5.877,4.942,2.821,2.273333333
2015-12-16,12.238,12.948,18.54,20.871,13.198,21.046,16.4735
2015-12-17,18.918,8.843,14.999,27.762,20.228,25.869,19.4365
2015-12-18,0,0,0,0,0,0,0
2015-12-19,0.535,4.239,3.04,1.001,0.578,1.429,1.803666667
2015-12-20,9.48,10.126,13.415,10.378,12.553,11.172,11.18733333
2015-12-21,3.6,28.735,29.543,10.46,8.152,13.748,15.70633333
2015-12-22,3.753,7.749,6.106,3.697,5.199,3.877,5.0635
2015-12-23,6.257,26.518,31.118,12.685,12.608,14.922,17.35133333
2015-12-24,23.083,26.776,28.197,15.596,13.59,18.894,21.02266667
2015-12-25,0,7.729,12.202,8.285,10.319,8.185,7.786666667
2015-12-26,5.606,20.183,19.935,17.365,12.143,19.106,15.723
2015-12-27,47.455,32.908,34.194,24.522,18.323,27.439,30.80683333
2015-12-28,16.858,28.852,32.073,22.047,17.859,23.232,23.48683333
2015-12-29,27.326,2.294,1.869,7.806,12.005,6.464,9.627333333
2015-12-30,10.833,1.199,2.149,4.855,7.685,5.247,5.328
2015-12-31,16.026,44.569,43.14,22.68,14.998,30.409,28.637
2016-01-01,10.878,8.024,8.678,8.176,7.07,5.589,8.069166667
2016-01-02,0.193,0.194,0.144,0,0,0,0.0885
2016-01-03,0,3.534,3.476,0.452,0.047,0.75,1.3765
2016-01-04,14.973,3.449,5.286,9.701,8.803,6.36,8.095333333
2016-01-05,0,0,0.005,7.37,6.652,3.114,2.856833333
2016-01-06,0,0,0,0,0.023,0,0.003833333
2016-01-07,0,0,0,0,1,0,0.166666667
2016-01-08,14.961,23.019,23.731,23.374,29.609,24.848,23.257
2016-01-09,10.825,11.173,11.08,8.427,10.954,8.211,10.11166667
2016-01-10,16.116,44.703,48.885,23.386,13.384,26.314,28.798
2016-01-11,4.208,14.051,9.511,1.671,1.261,1.42,5.353666667
2016-01-12,29.911,12.783,14.095,24.171,24.038,21.518,21.086
2016-01-13,2.562,5.755,7.132,24.919,27.347,20.274,14.66483333
2016-01-14,22.593,1.624,5.186,12.579,12.025,10.483,10.74833333
2016-01-15,0,9.972,4.842,10.173,9.116,8.855,7.159666667
2016-01-16,23.457,7.362,17.464,15.712,11.419,16.483,15.31616667
2016-01-17,13.215,8.936,6.77,34.653,34.731,29.709,21.33566667
2016-01-18,9.1,15.937,14.769,16.187,11.492,13.457,13.49033333
2016-01-19,1.218,0.039,0.006,1.08,3.747,0.678,1.128
2016-01-20,0.493,0.48,0.529,6.492,7.029,5.922,3.490833333
2016-01-21,2.417,5.056,5.799,5.167,7.348,5.771,5.259666667
2016-01-22,10.22,17.531,18.848,11.858,11.934,13.483,13.979
2016-01-23,0,2.346,4.521,4.45,4.566,2.428,3.051833333
2016-01-24,0,0,0,0.243,3.054,0.012,0.5515
2016-01-25,3.137,34.663,34.206,17.684,10.654,24.234,20.763
2016-01-26,0.009,0,0,9.932,17.926,3.075,5.157
2016-01-27,0,0,0,0,0,0,0
2016-01-28,0,0.408,0.419,2.371,4.219,0,1.236166667
2016-01-29,2.445,0,0.125,8.449,15.697,2.946,4.943666667
2016-01-30,0.653,0.42,0.167,0,3.217,0,0.742833333
2016-01-31,0,0,0,0.045,10.545,0,1.765
2016-02-01,0,0,3.727,1.152,0,0,0.813166667
2016-02-02,0,0.132,0.529,1.322,1.288,0,0.545166667
2016-02-03,0,0.446,1.249,9.844,7.233,4.53,3.883666667
2016-02-04,5.56,1.224,2.24,21.968,19.261,11.666,10.31983333
2016-02-05,3.375,0,0.619,10.477,13.165,4.615,5.375166667
2016-02-06,0.166,0.127,0.3,11.736,10.97,5.799,4.849666667
2016-02-07,0,2.492,5.727,24.214,20.085,7.943,10.07683333
2016-02-08,19.447,0.236,1.288,26.196,29.907,16.473,15.59116667
2016-02-09,2.095,12.392,12.67,12.314,9.597,6.779,9.307833333
2016-02-10,0,0,0,0.71,0.742,0.321,0.2955
2016-02-11,0,0,0,0,0,0,0
2016-02-12,0,0,0,0,0,0,0
2016-02-13,2.912,7.573,3.09,1.446,0.693,1.325,2.839833333
2016-02-14,49.491,54.84,52.695,35.303,25.619,35.277,42.20416667
2016-02-15,19.275,9.578,9.548,19.027,20.04,13.79,15.20966667
2016-02-16,4.778,0.598,0.65,15.566,18.806,12.568,8.827666667
2016-02-17,0,0,0,3.979,3.986,1.725,1.615
2016-02-18,0.459,0,0,0,0.171,0,0.105
2016-02-19,4.2,0.017,0.032,5.726,6.968,3.311,3.375666667
2016-02-20,11.542,20.015,18.624,44.774,44.883,37.61,29.57466667
2016-02-21,1.227,6.326,8.814,22.275,16.397,15.306,11.72416667
2016-02-22,17.588,6.619,4.299,14.988,16.449,12.35,12.04883333
2016-02-23,7.641,13.874,11.75,43.41,45.557,36.559,26.46516667
2016-02-24,6.812,0.52,0.136,4.945,7.32,3.089,3.803666667
2016-02-25,9.103,8.667,10.517,18.083,14.848,14.851,12.67816667
2016-02-26,4.181,14.188,13.993,10.48,10.016,10.386,10.54066667
2016-02-27,2.239,0.027,0.021,0.042,0.045,0.054,0.404666667
2016-02-28,3.059,17.35,14.647,8.116,5.202,9.42,9.632333333
2016-02-29,2.225,5.751,5.644,11.212,9.909,8.377,7.186333333
2016-03-01,13.632,0.635,0.882,12.821,18.489,10.925,9.564
2016-03-02,40.108,7.243,0.988,20.399,35.047,18.143,20.32133333
2016-03-03,0,0.529,2.611,3.597,14.929,3.331,4.166166667
2016-03-04,0,0,0,0.258,0.463,0,0.120166667
2016-03-05,0.187,0.059,0.091,2.717,7.065,3.244,2.227166667
2016-03-06,10.666,0,0.081,9.525,17.018,12.051,8.2235
2016-03-07,0,1.519,2.658,5.9,8.057,7.752,4.314333333
2016-03-08,1.84,28.37,28.456,17.429,14.741,22.027,18.8105
2016-03-09,2.567,3.317,5.608,9.834,9.902,10.904,7.022
2016-03-10,0.489,0.204,0.234,3.13,4.441,2.8,1.883
2016-03-11,0,0,0,1.733,1.85,1.08,0.777166667
2016-03-12,0,0,0,2.981,2.98,1.866,1.3045
2016-03-13,0,0,0.724,24.372,21.628,14.127,10.14183333
2016-03-14,0.032,0,0,4.876,4.866,2.847,2.1035
2016-03-15,12.241,3.079,3.085,10.851,8.821,8.054,7.6885
2016-03-16,8.066,2.853,4.95,5.222,8.056,4.658,5.634166667
2016-03-17,21.259,83.211,80.755,41.249,23.727,56.601,51.13366667
2016-03-18,2.409,0.795,2.824,5.21,6.178,4.204,3.603333333
2016-03-19,10.402,29.293,29.65,13.389,11.291,17.511,18.58933333
2016-03-20,0,0,0,1.464,6,0.448,1.318666667
2016-03-21,23.35,1.391,1.095,4.32,4.789,4.789,6.622333333
2016-03-22,2.99,0.659,0.66,2.569,3.887,2.353,2.186333333
2016-03-23,12.913,12.923,12.104,5.971,6.151,7.685,9.6245
2016-03-24,17.605,35.274,33.362,38.613,36.108,42.031,33.83216667
2016-03-25,9.445,26.414,26.385,30.961,34.145,31.04,26.39833333
2016-03-26,0,0.237,0.205,0.065,0.53,0.092,0.188166667
2016-03-27,0.71,0,0.193,9.888,20.171,6.491,6.242166667
2016-03-28,0,0,0,1.301,4.714,0.341,1.059333333
2016-03-29,5.334,0.154,0.121,5.424,16.462,3.476,5.161833333
2016-03-30,3.112,0.544,1.611,6.784,9.193,4.344,4.264666667
2016-03-31,0.065,0.34,0.393,0.149,0.072,0.217,0.206
2016-04-01,0.382,0,0,2.304,4.378,1.025,1.348166667
2016-04-02,0,0,0,0,0,0,0
2016-04-03,0,0,0,0,0,0,0
2016-04-04,0,0,0,0,0,0,0
2016-04-05,0,0,0,0,0,0,0
2016-04-06,0,0,0,0,0,0,0
2016-04-07,0,0,0,0,0,0,0
2016-04-08,0.268,0,0,0,2.464,0,0.455333333
2016-04-09,0.501,0,0,0,0.295,0,0.132666667
2016-04-10,2.166,0,0,1.924,11.851,1.522,2.9105
2016-04-11,1.01,0,0,6.427,16.378,0.03,3.974166667
2016-04-12,0,0,0,0,0,0,0
2016-04-13,0.163,0,0,0,0,0,0.027166667
2016-04-14,0.96,0.443,0.568,0.764,0.879,0,0.602333333
2016-04-15,0.436,0,0,0,0,0,0.072666667
2016-04-16,0.414,0,0,0,0,0,0.069
2016-04-17,1.725,0.142,0.192,1.314,3.102,0,1.079166667
2016-04-18,0.603,0,0,0,0,0,0.1005
2016-04-19,0.829,0,0,3.658,7.629,1.563,2.279833333
2016-04-20,0.003,0,0,0,0,0,0.0005
2016-04-21,0,2.815,2.81,2.881,0.059,3.336,1.9835
2016-04-22,0,0,0,0,1.051,0,0.175166667
2016-04-23,0,0,0,0,0,0,0
2016-04-24,0.745,0,0,0,3.616,0,0.726833333
2016-04-25,8.772,0.644,0.434,1.321,1.514,1.676,2.3935
2016-04-26,0,0.949,0.016,0,0,0,0.160833333
2016-04-27,0,0,0,0,0.02,0,0.003333333
2016-04-28,0,0,0,0,0,0,0
2016-04-29,0,0,0,0,0,0,0
2016-04-30,0,0,0,0,0,0,0
2016-05-01,0,0,0,0,0,0,0
2016-05-02,0,0,0,0,0,0,0
2016-05-03,0,0,0,0,0,0,0
2016-05-04,0,0,0,0,0,0,0
2016-05-05,0.097,0.168,0.213,1.037,1.322,0.699,0.589333333
2016-05-06,0,0,0,0,0,0,0
2016-05-07,0,0,0,0,0,0,0
2016-05-08,1.35,7.076,7.654,2.464,1.267,3.332,3.857166667
2016-05-09,0,0,0,0,0,0,0
2016-05-10,0,0,0,0,0,0,0
2016-05-11,0.095,0.504,0.653,0.224,0.107,0.319,0.317
2016-05-12,0,0,0,0,0,0,0
2016-05-13,0.118,0,0,0,0,0,0.019666667
2016-05-14,0.032,0.195,0.213,0.059,0.024,0.08,0.1005
2016-05-15,0.099,0.753,0.755,0.291,0.136,0.412,0.407666667
2016-05-16,0.204,0.022,0.017,0.034,1.161,0.043,0.246833333
2016-05-17,0,0,0,0,0,0,0
2016-05-18,0,0,0,0,0,0,0
2016-05-19,0,0,0,0,0,0,0
2016-05-20,0.435,0,0,0,0,0,0.0725
2016-05-21,0.111,0,0,0,0,0,0.0185
2016-05-22,0.322,0.003,0,0.017,0.022,0.014,0.063
2016-05-23,0,0,0,0,0,0,0
2016-05-24,0,0,0,0,0,0,0
2016-05-25,0,0,0,0,0,0,0
2016-05-26,0,0,0,0,0,0,0
2016-05-27,0.067,0.321,0.321,0.135,0.068,0.189,0.1835
2016-05-28,16.714,2.061,1.662,2.723,2.876,3.499,4.9225
2016-05-29,29.334,6.533,6.179,5.501,5.272,7.092,9.985166667
2016-05-30,2.415,0.043,0.024,0.066,0.074,0.067,0.448166667
2016-05-31,1.152,1.906,1.902,0.588,0.239,0.875,1.110333333
2016-06-01,0.318,1.663,1.625,0.644,0.271,0.927,0.908
2016-06-02,0,0.145,0.157,0.053,0.018,0.076,0.074833333
2016-06-03,0.007,0.031,0.033,0.012,0.006,0.017,0.017666667
2016-06-04,0,0,0,0,0,0,0
2016-06-05,0,0,0,0,0,0,0
2016-06-06,0.013,0,0,0,0,0,0.002166667
2016-06-07,0,0,0,0,0,0,0
2016-06-08,0,0,0,0,0,0,0
2016-06-09,0,0,0,0,0,0,0
2016-06-10,0,0,0,0,0,0,0
2016-06-11,0,0,0,0,0,0,0
2016-06-12,0.098,0,0,0,0,0,0.016333333
2016-06-13,2.88,1.623,1.575,0.956,0.714,1.284,1.505333333
2016-06-14,11.705,4.929,4.701,3.134,2.502,4.177,5.191333333
2016-06-15,0.797,2.857,2.826,0.797,0.421,1.123,1.470166667
2016-06-16,0.134,0,0,0,0,0,0.022333333
2016-06-17,0.788,0.052,0.041,0.081,0.087,0.105,0.192333333
2016-06-18,0,0,0,0,0,0,0
2016-06-19,0,0,0,0,0,0,0
2016-06-20,0.017,0,0,0,0,0,0.002833333
2016-06-21,0,0,0,0,0,0,0
2016-06-22,0,0,0,0,0,0,0
2016-06-23,0,0,0,0,0,0,0
2016-06-24,0.245,0.004,0.001,0.016,0.02,0.014,0.05
2016-06-25,0,0.031,0.033,0.012,0.006,0.017,0.0165
2016-06-26,0,0,0,0,0,0,0
2016-06-27,0,0,0,0,0,0,0
2016-06-28,0,0,0,0,0,0,0
2016-06-29,0,0,0,0,0,0,0
2016-06-30,0,0,0,0,0,0,0
2016-07-01,0,0,0,0,0,0,0
2016-07-02,0,0,0,0,0,0,0
2016-07-03,0,0,0,0,0,0,0
2016-07-04,0,0,0,0,0,0,0
2016-07-05,0.077,0.145,0.156,0.058,0.025,0.08,0.090166667
2016-07-06,0.148,1.09,1.139,0.43,0.218,0.592,0.602833333
2016-07-07,0.007,0.031,0.033,0.012,0.006,0.017,0.017666667
2016-07-08,0,0,0,0,0,0,0
2016-07-09,0,0,0,0,0,0,0
2016-07-10,0.232,0.013,0.009,0.029,0.033,0.036,0.058666667
2016-07-11,0.058,0,0,0,0,0,0.009666667
2016-07-12,0,0,0,0,0,0,0
2016-07-13,0.092,0.199,0.219,0.056,0.023,0.077,0.111
2016-07-14,0.104,0,0,0,0,0,0.017333333
2016-07-15,1.308,0.282,0.269,0.202,0.168,0.268,0.416166667
2016-07-16,0.535,0,0,0,0,0,0.089166667
2016-07-17,0.096,0.03,0.036,0,0,0,0.027
2016-07-18,0,0,0,0,0,0,0
2016-07-19,0,0,0,0,0,0,0
2016-07-20,0,0,0,0,0,0,0
2016-07-21,0.73,0.201,0.188,0.193,0.193,0.249,0.292333333
2016-07-22,0,0,0,0,0,0,0
2016-07-23,0,0.008,0.011,0,0,0,0.003166667
2016-07-24,0.003,0.041,0.044,0.015,0.008,0.02,0.021833333
2016-07-25,0.03,0.151,0.16,0.067,0.034,0.091,0.088833333
2016-07-26,0.279,0.173,0.185,0,0,0,0.106166667
2016-07-27,0,0,0,0,0,0,0
2016-07-28,0,0,0,0,0,0,0
2016-07-29,0,0,0,0,0,0,0
2016-07-30,0,0,0,0,0,0,0
2016-07-31,0,0,0,0,0,0,0
2016-08-01,0,0,0,0,0,0,0
2016-08-02,0,0,0,0,0,0,0
2016-08-03,0,0,0,0,0,0,0
2016-08-04,0,0,0,0,0,0,0
2016-08-05,0,0,0,0,0,0,0
2016-08-06,0,0,0,0,0,0,0
2016-08-07,0,0,0,0,0,0,0
2016-08-08,0,0,0,0,0,0,0
2016-08-09,0,0.304,0.304,0,0,0,0.101333333
2016-08-10,0,0,0,0,0,0,0
2016-08-11,0,0,0,0,0,0,0
2016-08-12,0,0,0,0,0,0,0
2016-08-13,0,0,0,0,0,0,0
2016-08-14,0,0.594,0.581,0,0,0,0.195833333
2016-08-15,0,0,0,0,0,0,0
2016-08-16,0,0,0,0,0,0,0
2016-08-17,0,0,0,0,0,0,0
2016-08-18,0,0,0,0,0,0,0
2016-08-19,0,0,0,0,0,0,0
2016-08-20,0,0,0,0,0,0,0
2016-08-21,0,0,0,0,0,0,0
2016-08-22,0,0,0,0,0,0,0
2016-08-23,0,0,0,0,0,0,0
2016-08-24,0,0,0,0,0,0,0
2016-08-25,0,0,0,0,0,0,0
2016-08-26,0,0,0,0,0,0,0
2016-08-27,0,0,0,0,0,0,0
2016-08-28,0,0,0,0,0,0,0
2016-08-29,0,0,0,0,0,0,0
2016-08-30,0,0,0,0,0,0,0
2016-08-31,0,0,0.185,0,0,0,0.030833333
2016-09-01,0.012,0.07,0.073,0.039,0.021,0.054,0.044833333
2016-09-02,0.007,0.082,0.088,0.029,0.016,0.04,0.043666667
2016-09-03,0,0,0,0,0,0,0
2016-09-04,0,0,0,0,0,0,0
2016-09-05,0,0,0,0,0,0,0
2016-09-06,0,0,0,0,0,0,0
2016-09-07,0,0,0,0,0,0,0
2016-09-08,0,0,0,0,0,0,0
2016-09-09,0,0,0,0,0,0,0
2016-09-10,0,0,0,0,0,0,0
2016-09-11,0.008,0,0,0,0,0,0.001333333
2016-09-12,0,0,0,0,0,0,0
2016-09-13,0,0,0,0,0,0,0
2016-09-14,0,0,0,0,0,0,0
2016-09-15,0,0,0,0,0,0,0
2016-09-16,0,0,0,0,0,0,0
2016-09-17,0,0,0,0,0,0,0
2016-09-18,0,0,0,0,0,0,0
2016-09-19,0,0,0,0,0,0,0
2016-09-20,0,0,0,0,0,0,0
2016-09-21,0,0,0,0,0,0,0
2016-09-22,0,0,0,0,0,0,0
2016-09-23,0,0,0,0,0,0,0
2016-09-24,0,0,0,0,0,0,0
2016-09-25,0,0,0,0,0,0,0
2016-09-26,0,0,0,0,0,0,0
2016-09-27,0,0,0,0,0,0,0
2016-09-28,0,0,0,0,0,0,0
2016-09-29,0,0,0,0,0,0,0
2016-09-30,0,0,0.126,0.846,1.929,0.541,0.573666667
2016-10-01,0.052,0.005,0.004,1.743,1.84,0.384,0.671333333
2016-10-02,0.489,1.059,0.893,2.452,0.504,1.17,1.0945
2016-10-03,0.162,0,0.453,0.672,0.781,0,0.344666667
2016-10-04,0,0,0,0,0,0,0
2016-10-05,0,0,0,0,0,0,0
2016-10-06,0,0,0,0,0,0,0
2016-10-07,0.203,0,0.266,0.187,0,0,0.109333333
2016-10-08,0.515,0,0.001,2.686,0.038,0.037,0.546166667
2016-10-09,0,0,0,0,0,0,0
2016-10-10,0,0,0,0.639,0.655,0,0.215666667
2016-10-11,0,0,0,0,0,0,0
2016-10-12,0,0,0,0,0,0,0
2016-10-13,0,0,0,0,0,0,0
2016-10-14,0,0.295,5.794,2.499,0.745,1.98,1.8855
2016-10-15,16.067,25.038,41.628,13.981,8.371,17.01,20.34916667
2016-10-16,0.07,0,0.059,3.867,0,5.531,1.587833333
2016-10-17,0,0,0,0,0,0,0
2016-10-18,0,0,0,0,0,0,0
2016-10-19,0,0,0,0,1.004,0,0.167333333
2016-10-20,1.121,0,0,5.535,8.495,3.405,3.092666667
2016-10-21,1.657,0,0,7.24,8.175,3.028,3.35
2016-10-22,0.521,0,0,2.774,3.755,2.711,1.626833333
2016-10-23,0,0,0,0,0,0,0
2016-10-24,0,0,0.001,0,0,0,0.000166667
2016-10-25,0,0,0,0,0,0,0
2016-10-26,0,0,0,0.631,0.652,0.425,0.284666667
2016-10-27,38.748,0.177,1.7,24.435,17.061,26.038,18.0265
2016-10-28,0,0,0.018,1.891,0.009,0.807,0.454166667
2016-10-29,0,0,0,0,0,0,0
2016-10-30,0,0,0,0,0,0,0
2016-10-31,3.627,12.253,14.198,7.675,0.76,11.218,8.2885
2016-11-01,0,0,0,0.93,2.373,0.074,0.562833333
2016-11-02,3.359,0.363,0.321,0.516,0.415,0.59,0.927333333
2016-11-03,14.495,2.992,4.797,13.216,11.694,11.894,9.848
2016-11-04,0,0,0,4.241,4.548,1.045,1.639
2016-11-05,0,0.996,0,0,0,0,0.166
2016-11-06,0.002,0.639,0,0.341,0.013,0.006,0.166833333
2016-11-07,0,0,0,0,0,0,0
2016-11-08,0,0,0,0,0,0,0
2016-11-09,0,0,0,0.567,0.429,0.357,0.2255
2016-11-10,3.425,0.247,0.167,2.506,4.579,1.641,2.094166667
2016-11-11,28.973,1.704,1.247,16.204,24.97,13.697,14.46583333
2016-11-12,0,0,0,0,0,0,0
2016-11-13,0,0,0,0,0,0,0
2016-11-14,2.801,0.008,0.034,7.147,9.464,4.501,3.9925
2016-11-15,1.937,1.024,0.219,20.932,25.577,17.06,11.12483333
2016-11-16,54.748,30.825,27.806,20.048,17.337,27.639,29.73383333
2016-11-17,14.577,0,0,0.074,6.249,0.677,3.596166667
2016-11-18,7.094,1.52,5.548,8.195,11.602,10.075,7.339
2016-11-19,0,11.406,11.349,2.493,6.339,4.128,5.9525
2016-11-20,5.524,10.708,11.247,12.021,14.82,13.362,11.28033333
2016-11-21,0.526,0,0.502,5.536,10.13,3.946,3.44
2016-11-22,0,0.263,1.132,7.748,9.716,5.901,4.126666667
2016-11-23,0,0.403,2.128,11.681,12.577,7.964,5.792166667
2016-11-24,0.009,0.308,1.276,6.008,7.716,4.428,3.290833333
2016-11-25,2.915,0.548,0.618,4.001,5.23,3.725,2.8395
2016-11-26,32.061,2.198,1.478,4.541,6.209,5.755,8.707
2016-11-27,15.422,15.762,15.677,9.306,7.177,11.623,12.4945
2016-11-28,24.653,18.515,18.86,9.545,7.244,12.604,15.23683333
2016-11-29,2.518,1.143,2.475,0.515,1.032,1.322,1.500833333
2016-11-30,1.396,11.206,10.945,4.624,2.619,6.22,6.168333333
2016-12-01,19.322,6.039,16.447,12.764,10.855,13.139,13.09433333
2016-12-02,0,0.108,6.444,14.69,11.152,11.22,7.269
2016-12-03,0,0.419,3.483,1.366,1.473,0.345,1.181
2016-12-04,25.339,1.38,1.853,4.973,5.749,5.685,7.4965
2016-12-05,18.208,0,0,9.263,9.614,9.158,7.707166667
2016-12-06,0.874,0,0.032,8.556,8.253,7.664,4.229833333
2016-12-07,0.225,0,1.566,15.625,14.325,13.924,7.610833333
2016-12-08,0,0,0,1,2,1,0.666666667
2016-12-09,11.798,1.991,1.5,0.511,0.989,0.579,2.894666667
2016-12-10,10.557,1.889,3.521,6.695,6.314,6.116,5.848666667
2016-12-11,2.19,7.176,8.067,10.165,9.428,9.708,7.789
2016-12-12,0.018,0,0.04,10.506,13.677,6.316,5.092833333
2016-12-13,0.042,0,0,2.694,5.774,0.888,1.566333333
2016-12-14,0.08,0,0,9.648,13.617,6.55,4.9825
2016-12-15,5.435,0.027,0.124,6.093,6.186,6.095,3.993333333
2016-12-16,1.829,0,0.086,7.64,12.881,6.179,4.769166667
2016-12-17,15.725,2.682,3.743,20.033,29.92,16.4,14.7505
2016-12-18,15.99,19.32,19.264,11.683,9.434,13.767,14.90966667
2016-12-19,0.149,0,0,0,0.352,0,0.0835
2016-12-20,0.427,0.042,0.033,0.066,0.596,0.085,0.208166667
2016-12-21,4.623,0,0,3.963,8.177,1.586,3.058166667
2016-12-22,3.514,0,0,8.813,14.797,5.761,5.480833333
2016-12-23,0,0,0,0,0.002,0,0.000333333
2016-12-24,36.007,0,0,0,0.094,0,6.016833333
2016-12-25,0,0,0,3.949,6,0.68,1.7715
2016-12-26,0,0,0,0,0,0,0
2016-12-27,0,0,0,0,0,0,0
2016-12-28,0,0,0,0,0,0,0
2016-12-29,0,0,0,0,0,0,0
2016-12-30,0,0,0,0.449,2.982,0.002,0.572166667
2016-12-31,4.087,0,3.906,28.073,31.526,21.1,14.782
2017-01-01,24.213,8.801,17.428,19.478,20.285,16.103,17.718
2017-01-02,32.751,33.602,42.5,29.695,31.634,29.611,33.29883333
2017-01-03,23.802,9.592,9.558,4.477,8.46,5.921,10.30166667
2017-01-04,31.605,1.542,3.763,5.988,10.393,4.99,9.7135
2017-01-05,0.002,0,0,0,0,0,0.000333333
2017-01-06,0.492,0,0,0,0.309,0.016,0.136166667
2017-01-07,0.181,0,0,2.835,3.82,1.24,1.346
2017-01-08,3.472,1.101,1.712,2.979,2.468,3.323,2.509166667
2017-01-09,5.722,0.174,4.617,12.51,16.552,11.399,8.495666667
2017-01-10,0,0,0,0,0.245,0,0.040833333
2017-01-11,0,0,0,0,0.438,0,0.073
2017-01-12,0.537,0.355,0.341,6.879,13.68,3.945,4.2895
2017-01-13,0.14,0,0,3.842,10.828,2.04,2.808333333
2017-01-14,22.726,0.984,0.787,9.376,16.923,8.937,9.9555
2017-01-15,0,0,0,0,4.727,0,0.787833333
2017-01-16,0,0.546,0.464,0,1.248,0,0.376333333
2017-01-17,0.638,0.419,2.3,5.379,10.412,3.367,3.7525
2017-01-18,0,0,0,0.025,3.723,0,0.624666667
2017-01-19,0,0,0,0,1.133,0,0.188833333
2017-01-20,0,0,0,0,0.354,0,0.059
2017-01-21,2.094,0,0.029,1.963,4.411,0.756,1.542166667
2017-01-22,0,0,0,0,0,0,0
2017-01-23,0,0,0,0,0,0,0
2017-01-24,0.255,0,0,0,0.333,0,0.098
2017-01-25,29.005,1.351,1.098,5.051,8.862,6.259,8.604333333
2017-01-26,1.171,6.177,5.225,6.033,6.321,5.681,5.101333333
2017-01-27,3.817,4.236,3.317,6.55,6.135,4.994,4.8415
2017-01-28,4.104,4.423,3.209,3.586,2.881,3.339,3.590333333
2017-01-29,5.723,7.337,6.478,11.423,8.897,9.106,8.160666667
2017-01-30,0,0.008,0.331,3.043,1.412,0.921,0.9525
2017-01-31,55.652,2.155,1.696,11.151,12.845,9.613,15.51866667
2017-02-01,68.058,30.449,31.958,35.345,32.321,37.46,39.26516667
2017-02-02,5.116,5.946,8.861,13.4,15.773,9.765,9.810166667
2017-02-03,12.505,0.427,1.005,9.422,11.319,7.043,6.9535
2017-02-04,0,0,1.043,22.19,13.214,15.274,8.620166667
2017-02-05,0.005,3.675,5.921,15.894,13.651,11.079,8.370833333
2017-02-06,0,0,0,0,0.385,0,0.064166667
2017-02-07,0,0,0,0,0.014,0,0.002333333
2017-02-08,1.905,5.256,4.963,1.163,1.05,4.431,3.128
2017-02-09,0.436,4.977,3.991,2.76,3.975,5.542,3.6135
2017-02-10,56.61,18.889,16.368,22.327,32.178,30.084,29.40933333
2017-02-11,19.854,48.24,49.802,29.953,30.769,31.276,34.98233333
2017-02-12,21.829,20.472,18.72,15.58,15.175,14.519,17.71583333
2017-02-13,6.362,7.977,6.546,4.875,5.594,5.284,6.106333333
2017-02-14,0.16,0.016,0.012,0.308,2.031,0.032,0.4265
2017-02-15,0,0.266,0,0.043,0.944,0,0.208833333
2017-02-16,0,0,0,0,0,0,0
2017-02-17,6.193,15.396,15.428,13.366,9.393,16.85,12.771
2017-02-18,26.507,24.824,27.84,15.666,12.87,21.105,21.46866667
2017-02-19,0.819,12.084,12.435,15.518,14.916,16.786,12.093
2017-02-20,0,1.715,3.72,6.211,5.985,6.507,4.023
2017-02-21,19.331,16.381,16.468,27.274,37.864,20.712,23.005
2017-02-22,13.553,9.184,9.222,6.24,11.698,5.992,9.314833333
2017-02-23,0.373,0.082,0.109,3.812,9.17,1.714,2.543333333
2017-02-24,0.318,0.496,0.095,6.817,13.632,1.975,3.888833333
2017-02-25,0,0,0,0.442,1.605,0.216,0.377166667
2017-02-26,4.231,0.403,0.426,3.114,2.722,2.713,2.268166667
2017-02-27,17.119,3.638,2.305,9.363,9.32,8.224,8.328166667
2017-02-28,0.169,0,0,0.903,1.895,0.877,0.640666667
2017-03-01,0,0,0,0.298,1.205,0.298,0.300166667
2017-03-02,0,0,0,1.94,5,1.238,1.363
2017-03-03,0.014,0,0,2.91,4.925,1.254,1.517166667
2017-03-04,0.125,0,0.398,6.825,8.284,4.315,3.3245
2017-03-05,0,0.089,0.083,1.367,1.159,0.741,0.573166667
2017-03-06,0.405,0.083,0.121,2.447,3.599,1.249,1.317333333
2017-03-07,17.673,51.402,51.631,9.634,7.022,17.212,25.76233333
2017-03-08,44.492,94.888,101.55,59.214,48.407,67.258,69.3015
2017-03-09,4.409,5.361,6.526,14.895,22.136,12.308,10.93916667
